Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,QQQ,SPY,^HSI,^IXIC,QQQ,SPY,^HSI,^IXIC,QQQ,SPY,^HSI,^IXIC,QQQ,SPY,^HSI,^IXIC,QQQ,SPY,^HSI,^IXIC,QQQ,SPY,^HSI,^IXIC
Date,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,176.91259765625,229.46023559570312,23527.189453125,7384.2998046875,182.3000030517578,246.7899932861328,23527.189453125,7384.2998046875,189.50999450683594,256.3500061035156,23569.44921875,7671.2099609375,179.97999572753906,239.75,23062.23046875,7276.39990234375,184.4199981689453,244.8699951171875,23255.91015625,7421.35986328125,88754900.0,299430300.0,3605374900.0,4683630000.0
2020-03-26,186.22889709472656,242.85833740234375,23352.33984375,7797.5400390625,191.89999389648438,261.20001220703125,23352.33984375,7797.5400390625,192.72000122070312,262.79998779296875,23604.830078125,7809.830078125,183.61000061035156,249.0500030517578,23163.669921875,7462.2099609375,183.8699951171875,249.52000427246094,23604.830078125,7462.2099609375,79887600.0,257632800.0,2519508100.0,4014670000.0
2020-03-27,179.8239288330078,235.62464904785156,23484.279296875,7502.3798828125,185.3000030517578,253.4199981689453,23484.279296875,7502.3798828125,190.50999450683594,260.80999755859375,23791.19921875,7716.240234375,184.66000366210938,251.0500030517578,23354.009765625,7491.14013671875,186.92999267578125,253.27000427246094,23768.41015625,7554.25,58845000.0,224341200.0,2199674300.0,3989120000.0
2020-03-30,186.36474609375,243.2766571044922,23175.109375,7774.14990234375,192.0399932861328,261.6499938964844,23175.109375,7774.14990234375,192.49000549316406,262.42999267578125,23491.509765625,7784.35009765625,186.33999633789062,253.52999877929688,22973.330078125,7539.97021484375,187.05999755859375,255.6999969482422,23020.849609375,7583.4599609375,49356900.0,171369500.0,2553435900.0,3870770000.0
2020-03-31,184.7732391357422,239.65060424804688,23603.48046875,7700.10009765625,190.39999389648438,257.75,23603.48046875,7700.10009765625,195.25,263.3299865722656,23627.529296875,7880.31005859375,189.1999969482422,256.2200012207031,23238.0390625,7642.85986328125,191.72000122070312,260.55999755859375,23613.26953125,7740.06005859375,62659300.0,194881100.0,2876326600.0,4078960000.0
2020-04-01,176.92233276367188,228.86517333984375,23085.7890625,7360.580078125,182.30999755859375,246.14999389648438,23085.7890625,7360.580078125,187.66000366210938,257.6600036621094,23540.009765625,7566.3701171875,180.86000061035156,243.89999389648438,22947.640625,7301.97998046875,184.77000427246094,247.97999572753906,23365.900390625,7459.5,53715400.0,189554600.0,2879977600.0,3700040000.0
2020-04-02,180.51296997070312,234.1462860107422,23280.060546875,7487.31005859375,186.00999450683594,251.8300018310547,23280.060546875,7487.31005859375,190.10000610351562,252.67999267578125,23280.060546875,7501.7001953125,180.97000122070312,244.58999633789062,22756.130859375,7307.9501953125,181.24000549316406,245.19000244140625,22838.669921875,7317.4501953125,56465300.0,177660400.0,2560937400.0,3622170000.0
2020-04-03,177.9510040283203,230.7619171142578,23236.109375,7373.080078125,183.3699951171875,248.19000244140625,23236.109375,7373.080078125,187.07000732421875,253.32000732421875,23236.109375,7518.72021484375,181.2899932861328,245.22000122070312,23030.580078125,7288.10986328125,185.5500030517578,250.75999450683594,23072.94921875,7477.27001953125,47487600.0,135561200.0,1870630600.0,3294260000.0
2020-04-06,190.67355346679688,246.2612762451172,23749.119140625,7913.240234375,196.47999572753906,264.8599853515625,23749.119140625,7913.240234375,197.64999389648438,267.0,23832.9296875,7938.330078125,189.19000244140625,248.1699981689453,23271.470703125,7617.7900390625,190.47999572753906,257.8399963378906,23558.830078125,7660.169921875,64763500.0,188061200.0,1834036600.0,3849130000.0
2020-04-07,190.59593200683594,246.51242065429688,24253.2890625,7887.259765625,196.39999389648438,265.1300048828125,24253.2890625,7887.259765625,202.66000366210938,275.0299987792969,24262.009765625,8146.43017578125,196.0,264.8900146484375,23796.029296875,7881.22021484375,202.3699951171875,274.2099914550781,24093.05078125,8129.990234375,69904500.0,201427200.0,2535034600.0,4085960000.0
